cartesiano
-450,0,0,180,0,0,10,0,-2.023947,0.000000,-1.000007,0.179228
-450,0,90,180,0,0,10,0,-2.216048,0.000000,-0.524237,0.492391
-450,300,90,180,0,0,10,0,-2.216049,0.000000,-0.524237,0.492391
-450,0,90,180,0,0,10,0,-1.117998,0.000000,-0.514027,0.503030
-450,-300,90,180,0,0,10,0,-2.216049,0.000000,-0.524237,0.492391
-350,-300,90,180,0,0,10,0,2.813235,0.000000,-0.515338,0.501688
-350,0,90,180,0,0,10,0,2.638821,0.000000,-0.512743,0.504338
-350,-300,90,180,0,0,10,0,-2.081778,0.000000,-0.523843,0.492810
-350,0,90,180,0,0,10,0,2.638821,0.000000,-0.512743,0.504338
-350,300,90,180,0,0,10,0,-2.081778,0.000000,-0.523843,0.492810
-350,0,90,180,0,0,10,0,-0.809944,0.000000,-0.509229,0.507886
-350,0,90,180,20,0,10,0,-2.081778,0.000000,-0.523843,0.492810
-350,0,90,180,20,20,10,0,-1.648992,0.000000,-0.948374,0.359328
-350,0,90,180,0,20,10,0,-0.914725,0.000000,-0.615291,0.801619
-350,0,90,160,0,20,10,0,-1.732721,0.000000,-0.521575,0.495206
-350,0,90,180,0,20,10,0,-1.137565,0.000000,-0.063998,0.993568
-350,0,90,180,0,-20,10,0,-1.732721,0.000000,-0.521575,0.495206
-350,300,0,180,0,0,10,5,-1.472332,0.000000,-0.532101,-0.505739
